run_id,model,rl_step,filename,reported_sha256,size_bytes,header_bytes,payload_bytes,tensor_count,logical_coordinate_count,selected_coordinate_count,eligible_density,modelwide_realized_nonzero_ratio,logical_mask_dtype,physical_storage_dtype,physical_encoding,flatten_order,padding_bit_count,padding_bits_zero,explicit_int64_indices_stored,derived_index_coverage,reported_tensor_name_list_sha256,reported_generator_script_sha256
pd8b-top040-lam100-lr10-s43-rl160,Qwen3-8B,120,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr10-s43-rl160/masks/mask_rlstep120.safetensors,079b0ff34dbded5a6555f9afcc0d31357dce991edc108a7db7946181fc352e6d,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr10-s43-rl160,Qwen3-8B,160,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr10-s43-rl160/masks/mask_rlstep160.safetensors,16850fcc712aca01f763b84e0e97aa49a0f4897d617ce2ff3d9aa8efd3fd990c,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr10-s44-rl160,Qwen3-8B,40,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr10-s44-rl160/masks/mask_rlstep040.safetensors,6c0c844f2334e80108b31eae82bf4296b7951a46130965a5ff223d4a54b0ff65,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr10-s44-rl160,Qwen3-8B,80,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr10-s44-rl160/masks/mask_rlstep080.safetensors,863a7f58af5c32f5c804e83c120968d08a31ce88c675b80c55f11cecb9010797,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr10-s44-rl160,Qwen3-8B,120,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr10-s44-rl160/masks/mask_rlstep120.safetensors,e42457b9c207becc5032236eefb3963f7caf7c03973618eb3312a50dcb52ede6,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr10-s44-rl160,Qwen3-8B,160,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr10-s44-rl160/masks/mask_rlstep160.safetensors,522f04add7dbb5f67b664c69706d5443418b3bd3472ca6eadcd89d9cd95519b8,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr20-s42-rl160,Qwen3-8B,40,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr20-s42-rl160/masks/mask_rlstep040.safetensors,7cda46153a432ec3bf57d20b6bef7864ca9db476d63d9113ed0f1114e81c518d,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr20-s42-rl160,Qwen3-8B,80,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr20-s42-rl160/masks/mask_rlstep080.safetensors,1f77da3df8bc8a2b6d18a88610ed76091c274515cbd758e2367319dbc66c930d,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr20-s42-rl160,Qwen3-8B,120,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr20-s42-rl160/masks/mask_rlstep120.safetensors,7d4e308f2cfd08eed8c3c6fdabc4a6f23773ed68f62739a0aabd77b16ef74610,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
pd8b-top040-lam100-lr20-s42-rl160,Qwen3-8B,160,/volume/posttrain/users/lsk/nvc-repo/sgd_rlvr_reproduce/checkpoints/paperD_rl160/pd8b-top040-lam100-lr20-s42-rl160/masks/mask_rlstep160.safetensors,75b85f1f303d290f7c8a8e3913dbc2690ea76227ed89881843a0762d1a5ecc89,868259840,38912,868220928,252,6945767424,2778306876,0.399999987,0.393000000,bool,uint8,bitpacked_lsb0,C,0,True,False,1.000,4dc6ef27123cbd489258a826d14458f53f077c8ce77f8a2961e1c4fa54a74f16,53fa2c00df6f60c3196ca673a780792f9810603c78d580b19b38102228a207fc
